Ownership Name,DBA Name,Street Address,City,State,Business Start Date,Location Start Date,Location End Date,Mail Address,Mail City,Mail Zipcode,Mail State,NAICS Code Description,Parking Tax,Transient Occupancy Tax,Supervisor District,Neighborhoods - Analysis Boundaries,Business Location,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,Neighborhoods
S F Commercial Builders Inc,"San Francisco Commercial Builders, Inc.",1009 Oak Hill Rd Ste 201,Lafayette,CA,12/7/01,11/1/20,,1009 Oak Hill Rd 201 Ste,Lafayette,94549,CA,Construction,FALSE,FALSE,,,POINT (-122.121155 37.893085),,,,,
Tess Labbe,Today's Environmentally Sustainable Solutions,222 Bright St,San Francisco,CA,1/11/18,1/11/18,1/25/21,2571 Quincy Junction Rd,Quincy,95971,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,11,Oceanview/Merced/Ingleside,POINT (-122.46347 37.714764),65,10,1,24,65
Monmo Treats Llc,Monmo Treats Llc,55 Chumasero Dr Apt 6e,San Francisco,CA,1/17/17,1/17/17,12/29/20,,,,,Manufacturing,FALSE,FALSE,7,Lakeshore,POINT (-122.473076 37.713528),42,10,8,16,42
Strategic Staffing Solutions,Strategic Staffing Solutions,225 Bush St 1860,San Francisco,CA,11/3/08,12/1/13,,3011 W Grand Blvd 2100 Ste,Detroit,48202,MI,Administrative and Support Services,FALSE,FALSE,3,Financial District/South Beach,POINT (-122.40124 37.79109),108,6,3,8,108
New Heng Fung Inc,New Heng Fung Inc,2444 Noriega St #2450,San Francisco,CA,12/1/15,12/1/15,,2444 Noriega St,San Francisco,94122,CA,Retail Trade,FALSE,FALSE,4,Sunset/Parkside,POINT (-122.48982 37.75368),39,10,7,35,39
Banano Lolito,Sweety Home Cleaning Services,388 Market St 1300,San Francisco,CA,4/25/14,3/15/15,3/19/18,,,,,,FALSE,FALSE,3,Financial District/South Beach,POINT (-122.39818 37.79188),108,6,3,8,108
Hungs International Inc,1749-1751 Polk St Apts,1749 Polk St,San Francisco,CA,9/5/84,7/3/90,,309 4th Ave # 201,San Francisco,94118,CA,,FALSE,FALSE,3,Russian Hill,POINT (-122.42117 37.79281),105,4,3,32,105
Schmetterer Famly Trust Dated 3/31/16/curtis & Debi Cournale,1231 Geneva Ave (C),4630 Geary Blvd Ste 200,San Francisco,CA,1/1/14,1/1/14,12/31/20,4630 Geary Blvd Ste 200,San Francisco,94118,CA,Real Estate and Rental and Leasing Services,FALSE,FALSE,1,Inner Richmond,POINT (-122.468925 37.780903),5,8,4,11,5
Elena Sazonova,Alena Saz,2518 42nd Ave,San Francisco,CA,9/26/16,3/1/18,1/1/20,,,,,"Professional, Scientific, and Technical Services",FALSE,FALSE,4,Sunset/Parkside,POINT (-122.50014 37.7397),39,10,7,35,39
Buchanan-Bush A Partnership,Buchanan-Bush Condominium Assn,1875 Buchanan St,San Francisco,CA,8/19/88,8/19/88,,1832 Buchanan St 202 Ste,San Francisco,94115,CA,Real Estate and Rental and Leasing Services,FALSE,FALSE,5,Pacific Heights,POINT (-122.430145 37.787163),101,4,11,30,101
A100 Us Llc,A100 Us Llc,201 Spear St,San Francisco,CA,7/23/10,1/1/18,12/31/20,,,,,Administrative and Support Services,FALSE,FALSE,6,Financial District/South Beach,POINT (-122.39242 37.791267),108,1,10,8,108
Nogara Janet C,Nogara Reporting Service,5 3rd St Ste 415,San+francisco,CA,1/1/88,5/1/12,,5 3rd St Ste 415,San Francisco,94103,CA,Administrative and Support Services,FALSE,FALSE,6,Financial District/South Beach,POINT (-122.40304 37.787422),32,6,10,8,32
Gutlohn Ralph,Ralph Gutlohn,4047 Cesar Chavez St,San Francisco,CA,2/1/98,2/1/98,,4047 Cesar Chavez St,San Francisco,94131,CA,Food Services,FALSE,FALSE,8,Noe Valley,POINT (-122.43031 37.747475),84,3,5,22,84
Krueger Mark A,Connected Technologies,1732 11th Ave,San Francisco,CA,5/4/98,2/1/00,,1732 11th Ave,San Francisco,94122,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,7,Inner Sunset,POINT (-122.46785 37.755848),44,10,8,14,44
Krueger Mark A,World Wide Albums,1732 11th Ave,San Francisco,CA,5/4/98,2/1/00,,1732 11th Ave,San Francisco,94122,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,7,Inner Sunset,POINT (-122.46785 37.755848),44,10,8,14,44
Aixtek/21tech Llc,Xtech,890 Cowan Rd,Burlingame,CA,10/1/03,3/18/21,,890 Cowan Rd Ste C,Burlingame,94010,CA,,FALSE,FALSE,,,POINT (-122.376816 37.601322),,,,,
Pubnub Inc,Pubnub Inc,460 Bryant St Unit 200,San Francisco,CA,11/1/11,12/1/13,,60 Francisco St,San Francisco,94133,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,6,Financial District/South Beach,POINT (-122.395065 37.781975),32,1,10,8,32
Vendini Inc,Walletini,660 Market St Fl 4,San Francisco,CA,1/8/02,1/1/12,12/20/19,,,,,"Professional, Scientific, and Technical Services",FALSE,FALSE,3,Financial District/South Beach,POINT (-122.402855 37.788193),19,6,3,8,19
Walgreen Co,Walgreens #05618,100 Sansome St,San Francisco,CA,10/1/68,12/14/17,11/6/19,300 Wilmot Rd # Stop,Deerfield,60015,IL,Retail Trade,FALSE,FALSE,3,Financial District/South Beach,POINT (-122.40073 37.79127),108,6,3,8,108
Warner Thompson & Laura Livingstone,Warner Thompson & Laura Livingstone,1426 48th Ave,San Francisco,CA,4/1/15,4/1/15,12/14/17,,,,,Real Estate and Rental and Leasing Services,FALSE,FALSE,4,Sunset/Parkside,POINT (-122.507996 37.759796),39,10,7,35,39
Durdyev Eziz,Hq Supplies,505 Montgomery St Fl 10,San Francisco,CA,3/15/13,9/24/13,12/31/20,,,,,Retail Trade,FALSE,FALSE,3,Chinatown,POINT (-122.403015 37.793884),104,6,3,6,104
Rondou Dan L,Heatsource,1148 18th St Apt 16,Oakland,CA,1/2/07,1/2/07,1/30/20,,,,,Construction,FALSE,FALSE,,,POINT (-122.24425 37.7937),,,,,
Jackson Charles & Frances,856-860 Divisadero St Apts,856 Divisadero St,San Francisco,CA,1/1/89,1/1/89,,1345 1345 Oak St,San Francisco,94117,CA,Accommodations,FALSE,FALSE,5,Western Addition,POINT (-122.438194 37.777393),23,4,11,39,23
H F C Inc,The Crepe Cafe,Pier 39 D03,San+francisco,CA,3/8/02,3/8/02,,2390 Powell St A Ste,San Francisco,94133,CA,Retail Trade,FALSE,FALSE,3,North Beach,POINT (-122.41023 37.808563),99,6,3,23,99
Tobita Makoto,Emax America,311 Clement St,San Francisco,CA,11/18/02,3/1/10,,311 Clement St,San Francisco,94118,CA,Transportation and Warehousing,FALSE,FALSE,1,Inner Richmond,POINT (-122.46248 37.783),5,8,4,11,5
Andrea Hartsough,Office Of Andrea Hartsough,258 Monterey Blvd,San Francisco,CA,1/6/21,1/6/21,,258 Monterey Blvd,San Francisco,94131,CA,Multiple,FALSE,TRUE,7,West of Twin Peaks,POINT (-122.44108 37.73165),95,9,8,41,95
Tobita Makoto,Emax Computer School,311 Clement St,San Francisco,CA,11/18/02,11/18/02,,311 Clement St,San Francisco,94118,CA,Transportation and Warehousing,FALSE,FALSE,1,Inner Richmond,POINT (-122.46248 37.783),5,8,4,11,5
Sachs Judith,Judith Sachs Phd,2354 Post St,San Francisco,CA,11/12/02,11/12/02,,2354 Post St,San Francisco,94115,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,5,Japantown,POINT (-122.44061 37.78423),103,8,11,15,103
Qlicket Inc.,Qlicket Inc.,573 Birch St,San Francisco,CA,1/1/21,1/1/21,,573 Birch St,San Francisco,94102,CA,Information,FALSE,FALSE,5,Hayes Valley,POINT (-122.426056 37.777897),22,4,11,9,22
Narciso Patricia,Alfajores Narciso,103 Horne Ave,San+francisco,CA,9/4/12,4/12/21,,1335 Folsom St Apt 209,San Francisco,94103,CA,Food Services,FALSE,FALSE,10,Bayview Hunters Point,POINT (-122.365616 37.727276),78,2,9,1,78
Loft Architecture Design,Loft Architecture + Design,739 Bryant St Ste 207,San Francisco,CA,8/23/19,8/23/19,,739 Bryant St,San Francisco,94107,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,6,South of Market,POINT (-122.40111 37.777122),32,1,10,34,32
Farooqui Zaid,10 Dodge Street,10 Dodge St,San Francisco,CA,11/23/15,11/23/15,4/18/16,,,,,,FALSE,FALSE,6,Tenderloin,POINT (-122.41688 37.78207),20,5,10,36,20
"Numerai, Llc",Numerai Gp Llc,101 California St,San Francisco,CA,1/15/16,1/15/16,6/30/20,,,,,Financial Services,FALSE,FALSE,3,Financial District/South Beach,POINT (-122.39771 37.79347),108,6,3,8,108
L & L Dental Ceramics Inc,L & L Dental Ceramics Inc,4411 Geary Blvd Ste 200,San Francisco,CA,1/1/70,1/1/70,12/31/17,,,,,,FALSE,FALSE,1,Inner Richmond,POINT (-122.4666 37.78082),5,8,4,11,5
Ramos Maria O,2331-2333 Mission St Apts,2331-33 Mission St,Pacifica,CA,4/1/07,4/1/07,,Po Box 347343,San Francisco,94134,CA,Real Estate and Rental and Leasing Services,FALSE,FALSE,,,POINT (-122.489334 37.636127),,,,,
Tri Valley Excavating Co Inc,San Francisco Opera House,6503 Calaveras Rd,Sunol,CA,6/1/15,6/1/15,6/1/15,,,,,Construction,FALSE,FALSE,,,POINT (-121.867256 37.55741),,,,,
The Adam Sparks Family Revocable Trust Dtd,The Adam Sparks Family Revocable Trust Dtd,203 Willow St 301,San Francisco,CA,1/1/05,1/1/05,6/26/19,,,,,Real Estate and Rental and Leasing Services,FALSE,FALSE,5,Western Addition,POINT (-122.42111 37.783306),100,4,11,39,100
Bertocchini Family Trust,4717 Mission Apts,4717 Mission St,San Francisco,CA,9/1/72,9/1/72,3/28/18,Po Box 1033,Boring,97009,OR,Real Estate and Rental and Leasing Services,FALSE,FALSE,11,Excelsior,POINT (-122.436195 37.722782),90,9,1,7,90
City View Services Inc.,City View Services Inc.,338 Main St 22b,San Francisco,CA,2/23/21,2/23/21,,338 Main St 22b,San Francisco,94105,CA,Insurance,FALSE,FALSE,6,Financial District/South Beach,POINT (-122.391266 37.788857),30,1,10,8,30
Metaxas Antone,234 19th Av Apts,234 19th Ave,San Francisco,CA,10/1/68,10/1/68,4/11/17,28 Olive Ave,Larkspur,94939,CA,Accommodations,FALSE,FALSE,1,Outer Richmond,POINT (-122.47849 37.7835),5,8,4,29,5
Indoor Air Technologies,Indoor Air Technologies,5116 Brookfield Ct,Fairfield,CA,3/1/21,3/1/21,,5116 Brookfield Ct,Fairfield,94534,CA,Construction,FALSE,FALSE,,,POINT (-122.143196 38.188232),,,,,
Genji Pacific Llc,Mai Cuisine,185 Channel St,San Francisco,CA,1/2/13,3/12/16,,1500 John F Kennedy Blvd 725 Ste,Philadelphia,19102,PA,Food Services,FALSE,FALSE,6,Mission Bay,POINT (-122.3913 37.774372),34,1,10,4,34
Michael Bimbo,Stevenson's Roofing Co,4659 Mission St,San Francisco,CA,12/20/20,12/29/20,,4659 Mission St,San Francisco,94112,CA,Construction,FALSE,FALSE,11,Excelsior,POINT (-122.43549 37.723713),90,9,1,7,90
Illy Caffe San Francisco Llc,Illy Caffe Sf_Battery Street,123 Battery St,San Francisco,CA,9/16/15,9/16/15,3/30/20,800 Westchester Ave S440 Ste,Rye Brook,10573,NY,Food Services,FALSE,FALSE,3,Financial District/South Beach,POINT (-122.39985 37.792515),108,6,3,8,108
Bon Appetit Management Co,West Portable Bar 600,1 Warriors Way Lvl 600 West,San Francisco,CA,7/1/87,5/28/19,,201 Redwood Shores Parkway 100 Ste,Redwood City,94065,CA,Food Services,FALSE,FALSE,6,Mission Bay,POINT (-122.386406 37.768967),34,1,10,4,34
"Gong Io, Inc.","Gong Io, Inc.",1200 Park Pl,San+mateo,CA,1/1/18,1/1/18,12/31/20,,,,,Information,FALSE,FALSE,,,POINT (-122.29001 37.545574),,,,,
Zom Corporation,Eagle Security Svc/cernys Lock,26203 Production Ave Ste 5,Hayward,CA,1/1/03,10/25/10,,699 Lewelling Blvd 146333 Ste,San Leandro,94579,CA,,FALSE,FALSE,,,POINT (-122.11985 37.627472),,,,,
Unspun Narrative Llc,Unseam The Label,3026 Clement St,San Francisco,CA,9/12/19,9/12/19,12/27/20,2021 Fillmore St 1089 Ste,San Francisco,94115,CA,,FALSE,FALSE,1,Outer Richmond,POINT (-122.49164 37.78174),8,8,4,29,8
"Redux C+d, Inc.","Redux C+d, Inc.",1 Southwood Ct,Oakland,CA,1/12/21,1/12/21,,1 Southwood Ct. Southwood Ct,Oakland,94611,CA,Construction,FALSE,FALSE,,,POINT (-122.199585 37.832954),,,,,
Rockbridge Productions Llc,Rockbridge Productions Llc,350 Townsend St Ste 120,San Francisco,CA,10/10/19,10/10/19,8/31/20,350 Townsend St 120 Ste,San Francisco,94107,CA,,FALSE,FALSE,6,South of Market,POINT (-122.39614 37.776215),32,1,10,34,32
Stefanie Schur,Studio Nelumbo Design,1817 24th Ave,San Francisco,CA,10/23/17,10/23/17,12/7/19,,,,,"Professional, Scientific, and Technical Services",FALSE,FALSE,4,Sunset/Parkside,POINT (-122.48184 37.75364),39,10,7,35,39
Amy Nghe,Amy Nghe Photography,201 Harrison Street St Apt 321,San Francisco,CA,1/9/19,1/9/19,1/1/21,,,,,"Professional, Scientific, and Technical Services",FALSE,FALSE,6,Financial District/South Beach,POINT (-122.39037 37.78805),30,1,10,8,30
The Hairapist Incorporated,The Hairapist Inc,3412 Balboa St,San Francisco,CA,3/11/20,3/11/20,,3412 Balboa St,San Francisco,94121,CA,Private Education and Health Services,FALSE,FALSE,1,Outer Richmond,POINT (-122.49539 37.77583),8,8,4,29,8
Shoikhet Edward S,Dcm Consulting,438 Kirkham St,San Francisco,CA,5/1/08,5/1/08,10/17/17,,,,,Multiple,FALSE,FALSE,5,Inner Sunset,POINT (-122.46542 37.760365),109,10,11,14,109
Nguyen Lamax V & Mike T,Golden State Cleaners,3287 Cesar Chavez,San Francisco,CA,10/1/88,10/1/88,,3287 3287 Cesar Chavez St,San Francisco,94110,CA,Retail Trade,FALSE,FALSE,9,Bernal Heights,POINT (-122.41572 37.74813),83,3,2,2,83
Lai Chung Sum & Fook,1045 Polk St Building,1045 Polk St,San Francisco,CA,1/1/88,1/1/88,,2488 21st Ave,San Francisco,94116,CA,Food Services,FALSE,FALSE,3,Tenderloin,POINT (-122.4199 37.786522),50,4,3,36,50
Lai Chung Sum & Fook,963 Pacific Av,963 Pacific Ave,San Francisco,CA,1/1/88,1/1/88,,2488 21st Ave,San Francisco,94116,CA,Food Services,FALSE,FALSE,3,Chinatown,POINT (-122.41117 37.796333),16,6,3,6,16
Xtronx Inc,Xtronx Inc.,90 New Montgomery Ste 408,San Francisco,CA,8/23/00,1/1/05,,90 New Montgomery St Ste 408,San Francisco,94105,CA,,FALSE,FALSE,6,Financial District/South Beach,POINT (-122.4007 37.787575),32,6,10,8,32
Illy Caffe San Francisco Llc,Illy Caffe Sf_Embarcadero,301 Clay St,San Francisco,CA,9/16/15,9/16/15,3/30/20,800 Westchester Ave S440 Ste,Rye Brook,10573,NY,Food Services,FALSE,FALSE,3,Financial District/South Beach,POINT (-122.399254 37.795124),108,6,3,8,108
"Les Elements Ventures, Llc",Les Elements,45 Vesta St,San Francisco,CA,9/5/18,9/5/18,3/1/19,,,,,,FALSE,FALSE,10,Bayview Hunters Point,POINT (-122.400055 37.730946),87,2,9,1,87
Sosa Julio V,Travel Site Online,290 Moscow St,San Francisco,CA,1/1/04,1/1/04,,290 Moscow St,San Francisco,94112,CA,Information,FALSE,FALSE,11,Excelsior,POINT (-122.42635 37.72303),90,9,1,7,90
Alexandra Brittijn,Vibebysandra,1447 Chestnut Street St Apt 4,San Francisco,CA,4/1/19,4/1/19,5/1/20,,,,,,FALSE,FALSE,2,Marina,POINT (-122.427155 37.801945),17,4,6,13,17
Cheryl Jennings,Your Place Or Mine,603 Grand View Ave,San Francisco,CA,1/4/21,1/4/21,,603 Grand View Ave,San Francisco,94114,CA,,FALSE,FALSE,8,Noe Valley,POINT (-122.44273 37.75066),51,3,5,22,51
Mitchell Earl L,State Plumbing & Htg Supplies,1000 American St,San+carlos,CA,10/5/88,10/5/88,,Po Box 759,San Carlos,94070,CA,Wholesale Trade,FALSE,FALSE,,,POINT (-122.247086 37.499157),,,,,
Kurlander Ira P,Kurlander Ira,1403 Shrader St,San Francisco,CA,10/5/88,10/5/88,,1403 Shrader St,San Francisco,94117,CA,,FALSE,FALSE,5,Haight Ashbury,POINT (-122.45075 37.762238),114,7,11,3,114
Tulips Speech Therapy Llc,Tulips Speech Therapy,1414 Castro St Ste C,San Francisco,CA,7/1/13,1/17/17,12/1/20,1640 Union St,San Francisco,94123,CA,Private Education and Health Services,FALSE,FALSE,8,Noe Valley,POINT (-122.43402 37.750313),84,3,5,22,84
Schaffer Paul C,Schaffer P C Co,P O Box 610 San Mateo Ca,Brisbane+q4068,,10/1/88,10/1/88,,Po Box 610,San Mateo,94401,CA,Retail Trade,FALSE,FALSE,,,POINT (-122.40208 37.68684),,,,,
Bacigalupa Pier,Pier Bacigalupa,425 Gough St,San Francisco,CA,3/1/98,11/1/10,,414 Gough St Ste 3,San Francisco,94102,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,5,Hayes Valley,POINT (-122.42306 37.77711),22,4,11,9,22
Castillo Miriam N,Lucky Candles,3525 20th St,San Francisco,CA,4/1/83,10/29/08,,1920 Mount Hamilton Dr,Antioch,94531,CA,Retail Trade,FALSE,FALSE,9,Mission,POINT (-122.419586 37.75857),53,3,2,20,53
Genex Services Inc,Genex Services Inc,440 Swedesford Rd,Wayne,PA,1/14/11,1/14/11,,440 E Swedesford Rd Ste 3050,Wayne,19087,PA,Private Education and Health Services,FALSE,FALSE,,,POINT (-75.423836 40.075054),,,,,
Abbe Matilda,3115-3119 California St Bldg,3115 California St,San Francisco,CA,10/1/01,4/1/07,,3119 California St,San Francisco,94115,CA,,FALSE,FALSE,2,Presidio Heights,POINT (-122.44568 37.787376),103,8,6,31,103
Scarlett Campitelli,Perfect Fit Personal Training,2000 Broadway St Apt 1111,San Francisco,CA,1/1/20,1/1/20,1/1/20,2000 Broadway St 1111 Apt,San Francisco,94115,CA,Private Education and Health Services,FALSE,FALSE,2,Pacific Heights,POINT (-122.43011 37.794907),102,4,6,30,102
Harris Michael R,Michael Harris - Architecture,135 Park St,San+francisco,CA,1/1/13,1/1/13,,333 Cumberland St,San Francisco,94114,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,6,Financial District/South Beach,POINT (-122.39399 37.78108),31,1,10,8,31
Britney Wilkey-Noteboom,Cabwnet,940 Sutter St Rm 518,San Francisco,CA,6/1/19,6/1/19,,0000 Undeliverable Mail,San Francisco,99999,CA,Multiple,FALSE,FALSE,3,Nob Hill,POINT (-122.41588 37.788326),50,6,3,21,50
Najeeb Chaudhry,Bay Moble Wash,1118 Capitol Ave,San Francisco,CA,5/4/85,5/4/85,5/4/85,,,,,Construction,FALSE,FALSE,7,Oceanview/Merced/Ingleside,POINT (-122.459175 37.72223),64,10,8,24,64
Carlotta Siniscalco,Carlotta Siniscalco,4082 23rd St,San Francisco,CA,12/19/18,12/19/18,6/26/20,,,,,Accommodations,FALSE,FALSE,8,Noe Valley,POINT (-122.43381 37.752945),84,3,5,22,84
Kwok Mary Ann,Millex Associates,870 Market St Ste 445,San Francisco,CA,4/8/88,4/8/88,,737 Pine St 52ste #,San Francisco,94108,CA,Administrative and Support Services,FALSE,FALSE,3,Financial District/South Beach,POINT (-122.40703 37.7849),19,5,3,8,19
Mulford Richard E,Rem Boiler And Plumbing Inc.,1112 Larkin St Apt 205,San Francisco,CA,10/13/07,5/1/18,,1495 7th Ave 2 Apt,San Francisco,94122,CA,Construction,FALSE,FALSE,3,Nob Hill,POINT (-122.418465 37.788143),50,6,3,21,50
Tams Electric Inc,Tams Electric Inc,1196 Pacific Ave,San Francisco,CA,6/29/88,6/29/88,8/4/16,558 Goettingen St,San Francisco,94134,CA,Construction,FALSE,FALSE,3,Nob Hill,POINT (-122.41487 37.79592),107,6,3,21,107
"Sunshield Solutions, Inc.","Sunshield Solutions, Inc.",23441 Foley St,Hayward,CA,11/8/17,12/1/18,,23441 Foley St,Hayward,94545,CA,Construction,FALSE,FALSE,,,POINT (-122.131966 37.642155),,,,,
Louie Jennifer S,Kiin,1859 Powell St 166,San Francisco,CA,10/25/16,10/25/16,12/31/20,,,,,"Professional, Scientific, and Technical Services",FALSE,FALSE,3,North Beach,POINT (-122.411156 37.8017),106,6,3,23,106
Louie Jennifer S,Kiin App,1859 Powell St 166,San Francisco,CA,10/25/16,10/25/16,12/31/20,,,,,"Professional, Scientific, and Technical Services",FALSE,FALSE,3,North Beach,POINT (-122.411156 37.8017),106,6,3,23,106
Doherty Frank,Frank Doherty,1237 25th Ave,San Francisco,CA,11/2/16,11/2/16,11/2/16,,,,,Construction,FALSE,FALSE,4,Sunset/Parkside,POINT (-122.48367 37.764442),39,10,7,35,39
Maria Regina Yujuico,Kulayan,235 Laussat St,San Francisco,CA,9/27/17,9/27/17,10/1/19,,,,,Retail Trade,FALSE,FALSE,5,Hayes Valley,POINT (-122.430954 37.771538),26,4,11,9,26
Coll Thomas G,Coll Construction,1422 16th Ave,San Francisco,CA,10/14/11,10/14/11,6/21/18,,,,,Construction,FALSE,FALSE,7,Inner Sunset,POINT (-122.47372 37.761375),109,10,8,14,109
Verrinder F/griffith M,Michael Griffith Lmft,23 Newburg St,San Francisco,CA,2/15/14,2/28/21,,23 Newburg St,San Francisco,94131,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,8,Noe Valley,POINT (-122.433945 37.746243),84,9,5,22,84
Bright Technologies Llc,Bright Technologies Llc,904 Filbert St,San Francisco,CA,9/1/20,9/1/20,,904 Filbert St,San Francisco,94133,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,3,Russian Hill,POINT (-122.41445 37.800766),107,6,3,32,107
Leon Hylton,Leon Hylton,1577 45th Ave,San Francisco,CA,8/1/16,8/1/16,,Po Box 280992,San Francisco,94128,CA,Transportation and Warehousing,FALSE,FALSE,4,Sunset/Parkside,POINT (-122.50466 37.757206),39,10,7,35,39
Precision Tile & Granite Inc,Precision Tile & Granite Inc,200 Valley Dr 6,Brisbane,CA,10/10/13,5/30/14,12/1/20,870 Estabrook St,San Leandro,94577,CA,Construction,FALSE,FALSE,,,POINT (-122.403366 37.68855),,,,,
Monika Mcnamara Inc,Outdoor Education Sf,15 Burlwood Dr,San Francisco,CA,1/25/16,5/18/18,11/1/20,2261 Market St 40 #,San Francisco,94114,CA,,FALSE,FALSE,7,West of Twin Peaks,POINT (-122.45519 37.734882),117,9,8,41,117
Union Square Investment Co,Union Square Investment Company,360 Post St Ste 900,San Francisco,CA,6/15/98,5/14/21,,360 Post St Ste 900,San Francisco,94108,CA,Financial Services,FALSE,FALSE,3,Financial District/South Beach,POINT (-122.40775 37.788403),19,6,3,8,19
Shmuelov Yotam,Winter Moving And Storage,2191 Mission St Apt 203,San Francisco,CA,2/25/09,2/25/09,,2067 Newcomb Ave,San Francisco,94124,CA,Transportation and Warehousing,FALSE,FALSE,9,Mission,POINT (-122.41934 37.762024),53,3,2,20,53
Propark America West Llc,Propark America West Llc,500 Post St,San Francisco,CA,8/1/01,9/1/05,2/28/13,Po Box 204,San Francisco,94104,CA,,FALSE,FALSE,3,Nob Hill,POINT (-122.41017 37.788094),50,6,3,21,50
Tholl Fence Inc,Tholl Fence Inc,P O Box 855 Sparks Nv,Brisbane+q4068,,1/1/88,1/1/88,,800 Glendale Ave,Sparks,89431,NV,Retail Trade,FALSE,FALSE,,,POINT (152.97603 -27.502766),,,,,
Williams H D,Wilco Supply,P O Box 3047 Oakland Ca,Brisbane+q4068,,10/1/88,10/1/88,11/2/15,,,,,,FALSE,FALSE,,,POINT (153.21686 -27.524527),,,,,
Del Mar Sf Inc.,Del Mar,2125 Lombard St,San Francisco,CA,1/1/18,1/8/18,,566 10th Ave # 10,San Francisco,94118,CA,,FALSE,FALSE,2,Marina,POINT (-122.43648 37.799698),15,4,6,13,15
Sabino Michael J,Button Down,3415 Sacramento St,San Francisco,CA,11/20/86,11/20/86,6/12/20,,,,,Retail Trade,FALSE,FALSE,2,Presidio Heights,POINT (-122.44897 37.78791),10,8,6,31,10
Shadoian Richard,Beulahland,115 Beulah St,San Francisco,CA,10/1/88,10/1/88,,115 Beulah St,San Francisco,94117,CA,Accommodations,FALSE,FALSE,5,Haight Ashbury,POINT (-122.451805 37.767452),29,7,11,3,29
Hargreaves Jones Landscape Architecture D.p.c,"Hargreaves Jones Landscape Architecture, Inc.",315 Bay St Fl 3,San Francisco,CA,10/1/19,10/1/19,,30 Broad St 41 Fl,New York,10004,NY,"Professional, Scientific, and Technical Services",FALSE,FALSE,3,North Beach,POINT (-122.41226 37.80576),106,6,3,23,106
Thompson Michelle C Mtpt,Mct Pain Relief,870 Market St Ste 883,San Francisco,CA,11/19/12,11/19/12,3/16/20,,,,,,FALSE,FALSE,3,Financial District/South Beach,POINT (-122.40703 37.7849),19,5,3,8,19
